"","Temp","Precip","Temp.wettest.QR","Precipt.wettest.QR","lon","lat","species.name"
"10416",176,518,129,310,-118.096762,34.182166,"Salvia   columbariae"
"10417",169,299,130,162,-117.2898,33.32143,"Salvia   columbariae"
"10418",178,197,104,73,-116.172523,34.111805,"Salvia   columbariae"
"10419",160,382,98,193,-116.44279,33.016081,"Salvia   columbariae"
"10420",153,167,71,55,-115.463481,36.101969,"Salvia   columbariae"
"10421",173,308,125,167,-117.18711,33.43369,"Salvia   columbariae"
"10422",152,237,135,129,-118.42206,32.836731,"Salvia   columbariae"
"10423",169,130,85,45,-115.988467,35.795903,"Salvia   columbariae"
"10424",153,167,71,55,-115.463675,36.101864,"Salvia   columbariae"
"10425",144,430,91,229,-121.208986,36.491962,"Salvia   columbariae"
"10426",172,322,123,175,-117.171593,33.456064,"Salvia   columbariae"
"10427",148,495,82,261,-117.31161,34.303305,"Salvia   columbariae"
"10428",200,205,134,101,-116.681018,33.891735,"Salvia   columbariae"
"10429",187,136,289,46,-115.378133,35.4559329991081,"Salvia   columbariae"
"10430",143,199,64,76,-116.34486,35.49578,"Salvia   columbariae"
"10431",177,199,101,72,-115.804578,33.733691,"Salvia   columbariae"
"10432",134,753,76,379,-121.913018,37.881195,"Salvia   columbariae"
"10433",127,548,69,298,-119.178404,34.532901,"Salvia   columbariae"
"10434",112,693,73,362,-121.4508,35.9705,"Salvia   columbariae"
"10435",155,389,80,199,-121.335931,37.43138,"Salvia   columbariae"
"10436",156,247,89,121,-116.116514,32.634683,"Salvia   columbariae"
"10437",92,229,5,95,-118.195099,37.243818,"Salvia   columbariae"
"10438",133,669,68,354,-117.302712,34.227255,"Salvia   columbariae"
"10439",178,195,103,71,-115.82547,33.740733,"Salvia   columbariae"
"10440",92,216,3,87,-119.707437,39.483323,"Salvia   columbariae"
"10441",134,753,76,379,-121.91421,37.881357,"Salvia   columbariae"
"10442",132,533,104,283,-121.596445,36.082478,"Salvia   columbariae"
"10443",95,221,7,95,-118.47917,37.66289,"Salvia   columbariae"
"10444",90,231,4,95,-118.184583,37.2472329990907,"Salvia   columbariae"
"10445",179,491,134,297,-118.085,34.16224,"Salvia   columbariae"
"10446",150,245,75,110,-116.818957,34.743411,"Salvia   columbariae"
"10447",125,671,59,369,-117.846022,34.30225,"Salvia   columbariae"
"10448",140,279,62,98,-115.40642,35.166252,"Salvia   columbariae"
"10449",152,545,86,301,-117.46231,34.308093,"Salvia   columbariae"
"10450",130,565,73,312,-119.239361,34.534097,"Salvia   columbariae"
"10451",146,397,92,211,-121.155997,36.502525,"Salvia   columbariae"
"10452",147,384,96,205,-121.173325,36.4908,"Salvia   columbariae"
"10453",117,809,53,444,-117.707387,34.218058,"Salvia   columbariae"
"10454",127,726,63,399,-117.711537,34.21907,"Salvia   columbariae"
"10455",125,568,62,278,-116.638756,33.690783,"Salvia   columbariae"
"10456",158,534,99,305,-118.2548,34.312787,"Salvia   columbariae"
"10457",99,604,39,306,-119.06803,34.84779,"Salvia   columbariae"
"10458",180,190,106,68,-115.900992,33.873415,"Salvia   columbariae"
"10459",137,305,69,157,-118.601463,34.877142,"Salvia   columbariae"
"10460",134,753,76,379,-121.9145,37.880833,"Salvia   columbariae"
"10461",116,748,53,413,-118.096992,34.240453,"Salvia   columbariae"
"10462",158,522,108,297,-118.637409,34.263028,"Salvia   columbariae"
"10463",187,230,115,120,-118.72942,35.266092,"Salvia   columbariae"
"10464",166,302,97,160,-118.74425,35.003022,"Salvia   columbariae"
"10465",164,368,103,188,-116.452979,33.013461,"Salvia   columbariae"
"10466",151,211,78,107,-118.01225,35.56666,"Salvia   columbariae"
"10467",166,302,97,160,-118.744258,35.003022,"Salvia   columbariae"
"10468",185,216,117,116,-118.83371,35.126398,"Salvia   columbariae"
"10469",185,216,117,116,-118.833712,35.126398,"Salvia   columbariae"
"10470",187,230,115,120,-118.729427,35.266093,"Salvia   columbariae"
"10471",183,253,111,132,-118.731099,35.298613,"Salvia   columbariae"
"10472",167,322,124,172,-117.55845,33.601262,"Salvia   columbariae"
"10473",178,252,109,133,-118.776133,35.106492,"Salvia   columbariae"
"10474",200,129,294,45,-115.911758,33.927469,"Salvia   columbariae"
"10476",172,196,90,67,-114.783053,35.264893,"Salvia   columbariae"
"10477",185,178,280,61,-115.56675,34.77188,"Salvia   columbariae"
"10478",132,325,65,164,-118.724178,34.967979,"Salvia   columbariae"
"10479",165,512,122,294,-118.640212,34.104935,"Salvia   columbariae"
"10480",131,777,74,390,-121.916777,37.880707,"Salvia   columbariae"
"10481",190,155,287,55,-115.66995,34.7136669991164,"Salvia   columbariae"
"10482",171,133,95,68,-117.985439,35.352656,"Salvia   columbariae"
"10483",202,74,116,29,-116.545861,35.919851,"Salvia   columbariae"
"10484",132,325,65,164,-118.72417,34.967978,"Salvia   columbariae"
"10485",177,331,132,176,-116.835161,32.767783,"Salvia   columbariae"
"10487",154,317,84,139,-116.47104,34.21679,"Salvia   columbariae"
"10488",165,302,129,165,-117.38873,33.26838,"Salvia   columbariae"
"10489",143,235,69,118,-117.9833,35.59135,"Salvia   columbariae"
"10490",165,235,86,81,-115.394251,35.045568,"Salvia   columbariae"
"10491",153,259,75,90,-115.418402,35.058626,"Salvia   columbariae"
"10492",151,335,85,183,-118.18402,34.42758,"Salvia   columbariae"
"10493",143,502,83,255,-116.801888,33.490712,"Salvia   columbariae"
"10494",173,291,125,151,-117.4613,33.76087,"Salvia   columbariae"
"10495",180,292,115,144,-116.39153,33.130309,"Salvia   columbariae"
"10496",156,653,83,364,-122.073333,38.5208329990804,"Salvia   columbariae"
"10497",159,122,54,50,-117.372994,36.511775,"Salvia   columbariae"
"10498",190,143,105,48,-114.80599,35.710377,"Salvia   columbariae"
"10499",156,653,83,364,-122.07325,38.5209199990804,"Salvia   columbariae"
"10500",165,350,127,196,-117.77839,33.60197,"Salvia   columbariae"
"10501",149,553,94,299,-121.806403,37.204063,"Salvia   columbariae"
"10502",202,74,116,29,-116.547283,35.9187329991033,"Salvia   columbariae"
"10503",172,371,128,200,-116.998887,32.952293,"Salvia   columbariae"
"10504",138,474,85,251,-121.186112,36.483978,"Salvia   columbariae"
"10505",144,418,79,217,-120.516389,36.471389,"Salvia   columbariae"
"10506",146,316,85,165,-120.825709,36.553749,"Salvia   columbariae"
"10507",135,292,66,148,-118.50748,34.945522,"Salvia   columbariae"
"10508",198,79,112,31,-116.529364,35.919636,"Salvia   columbariae"
"10509",163,442,102,230,-116.916075,33.702602,"Salvia   columbariae"
"10510",226,117,126,43,-114.283047,34.13109,"Salvia   columbariae"
"10511",155,353,90,197,-118.20174,34.4436,"Salvia   columbariae"
"10512",192,246,127,123,-116.73988,33.90823,"Salvia   columbariae"
"10513",143,599,67,329,-122.44324,39.35969,"Salvia   columbariae"
"10514",132,321,63,161,-118.237896,35.5210959991074,"Salvia   columbariae"
"10515",128,801,79,413,-121.89914,37.15888,"Salvia   columbariae"
"10516",163,401,125,237,-118.95586,34.37788,"Salvia   columbariae"
"10517",124,479,56,225,-116.57495,34.204578,"Salvia   columbariae"
"10518",154,385,112,201,-121.890704,37.333658,"Salvia   columbariae"
"10519",129,652,78,338,-121.503422,36.759693,"Salvia   columbariae"
"10520",129,652,78,338,-121.502864,36.760174,"Salvia   columbariae"
"10521",133,399,64,174,-116.188078,33.929064,"Salvia   columbariae"
"10522",178,136,96,46,-115.88875,35.371371,"Salvia   columbariae"
"10523",142,447,78,244,-118.118001,34.329748,"Salvia   columbariae"
"10524",147,385,94,205,-121.173625,36.496808,"Salvia   columbariae"
"10525",143,654,67,360,-122.380486,39.015141,"Salvia   columbariae"
"10526",178,197,104,73,-116.171646,34.110055,"Salvia   columbariae"
"10527",134,753,76,379,-121.91479,37.880814,"Salvia   columbariae"
"10528",107,446,42,222,-118.5857,34.933678,"Salvia   columbariae"
"10529",124,329,57,162,-118.562206,34.930565,"Salvia   columbariae"
"10530",141,591,77,298,-116.97722,34.02722,"Salvia   columbariae"
"10531",124,329,57,162,-118.561992,34.930486,"Salvia   columbariae"
"10532",124,329,57,162,-118.562024,34.930495,"Salvia   columbariae"
"10533",107,446,42,222,-118.5857,34.93678,"Salvia   columbariae"
"10534",144,287,76,146,-118.407124,35.363822,"Salvia   columbariae"
"10535",127,324,60,160,-118.703217,34.890295,"Salvia   columbariae"
"10536",171,293,125,155,-116.757826,32.587495,"Salvia   columbariae"
"10537",163,607,107,349,-118.119893,34.204583,"Salvia   columbariae"
"10538",167,594,114,344,-118.105302,34.192795,"Salvia   columbariae"
"10539",164,462,109,255,-117.346966,33.806003,"Salvia   columbariae"
"10540",124,329,57,162,-118.561263,34.930152,"Salvia   columbariae"
"10541",141,341,103,178,-121.576151,36.689844,"Salvia   columbariae"
"10542",142,699,94,377,-122.064406,37.286707,"Salvia   columbariae"
"10543",207,117,302,43,-115.601639,33.71331,"Salvia   columbariae"
"10544",129,890,87,466,-122.154736,37.309874,"Salvia   columbariae"
"10545",180,488,134,288,-117.924428,34.156505,"Salvia   columbariae"
"10546",164,587,109,337,-118.197325,34.224561,"Salvia   columbariae"
"10547",166,612,112,354,-118.059071,34.177136,"Salvia   columbariae"
"10548",166,612,112,354,-118.059844,34.179299,"Salvia   columbariae"
"10549",183,393,144,250,-118.247525,34.106705,"Salvia   columbariae"
"10550",168,529,118,304,-118.296644,34.206044,"Salvia   columbariae"
"10551",168,627,114,365,-117.924894,34.17219,"Salvia   columbariae"
"10552",107,697,44,348,-116.576032,33.313216,"Salvia   columbariae"
"10553",157,601,100,342,-118.126909,34.209629,"Salvia   columbariae"
"10554",167,243,94,95,-116.075784,33.929386,"Salvia   columbariae"
"10555",129,680,101,349,-122.395845,37.25643,"Salvia   columbariae"
"10556",113,797,51,442,-118.065544,34.224209,"Salvia   columbariae"
"10557",167,609,114,353,-118.046278,34.180614,"Salvia   columbariae"
"10558",129,680,101,349,-122.395838,37.256692,"Salvia   columbariae"
"10559",141,503,78,276,-118.161961,34.272776,"Salvia   columbariae"
"10560",137,526,74,288,-118.134941,34.271313,"Salvia   columbariae"
"10561",144,341,76,184,-118.653991,34.764707,"Salvia   columbariae"
"10562",149,452,85,249,-118.139415,34.31483,"Salvia   columbariae"
"10563",115,743,52,410,-118.104333,34.25817,"Salvia   columbariae"
"10564",124,661,60,364,-118.021636,34.279695,"Salvia   columbariae"
"10565",102,804,39,443,-117.98254,34.355816,"Salvia   columbariae"
"10566",148,319,78,132,-116.116905,33.966996,"Salvia   columbariae"
"10567",100,812,37,448,-117.983465,34.344109,"Salvia   columbariae"
"10568",169,155,93,66,-116.78528,34.79634,"Salvia   columbariae"
"10569",213,121,127,42,-114.718717,35.0727999991123,"Salvia   columbariae"
"10570",137,216,56,72,-115.469603,35.997495,"Salvia   columbariae"
"10571",144,311,76,162,-118.68117,35.00366,"Salvia   columbariae"
"10572",194,99,115,40,-116.70208,34.82832,"Salvia   columbariae"
"10573",166,299,96,159,-118.71663,35.01629,"Salvia   columbariae"
"10574",155,220,79,97,-116.81982,34.7614399991159,"Salvia   columbariae"
"10575",157,306,85,136,-116.58622,34.32198,"Salvia   columbariae"
"10576",104,404,35,199,-118.02757,35.61896,"Salvia   columbariae"
"10577",192,153,109,52,-114.677511,35.241138,"Salvia   columbariae"
"10578",182,117,105,49,-116.80547,34.8207199991152,"Salvia   columbariae"
"10579",149,284,76,136,-117.065849,34.577991,"Salvia   columbariae"
"10580",152,258,80,133,-118.21389,35.61527,"Salvia   columbariae"
"10581",175,314,108,148,-116.67027,34.00536,"Salvia   columbariae"
"10582",141,298,67,137,-116.81205,34.7102669991164,"Salvia   columbariae"
"10583",180,133,98,45,-115.893,35.3829499991089,"Salvia   columbariae"
"10584",224,80,324,32,-115.53927,34.58998,"Salvia   columbariae"
"10585",158,262,81,96,-115.667467,34.7804329991156,"Salvia   columbariae"
"10586",156,302,85,131,-116.46971,34.27357,"Salvia   columbariae"
"10587",200,132,294,47,-115.63718,33.63787,"Salvia   columbariae"
"10588",150,169,69,59,-115.961783,35.7938329991046,"Salvia   columbariae"
"10589",182,106,97,38,-116.05195,35.826,"Salvia   columbariae"
"10590",137,305,69,157,-118.60213,34.882947,"Salvia   columbariae"
"10591",134,753,76,379,-121.913234,37.88118,"Salvia   columbariae"
"10592",120,305,46,147,-118.017067,36.1392329991011,"Salvia   columbariae"
"10593",131,309,64,155,-118.59402,34.903803,"Salvia   columbariae"
"10594",168,297,130,162,-117.32015,33.29025,"Salvia   columbariae"
"10595",119,357,52,175,-118.554526,34.945149,"Salvia   columbariae"
"10596",137,305,69,157,-118.602137,34.882948,"Salvia   columbariae"
"10597",129,303,59,152,-118.086734,35.566174,"Salvia   columbariae"
"10598",178,301,125,166,-117.31833,33.99028,"Salvia   columbariae"
"10599",153,299,81,122,-116.174461,34.061963,"Salvia   columbariae"
"10600",141,312,72,164,-118.64632,34.86962,"Salvia   columbariae"
"10601",154,243,83,131,-118.02528,34.52667,"Salvia   columbariae"
"10602",164,319,95,170,-118.781899,34.971908,"Salvia   columbariae"
"10603",130,536,62,291,-117.81861,34.43,"Salvia   columbariae"
"10605",164,431,111,238,-117.38278,33.7425,"Salvia   columbariae"
"10606",140,710,86,383,-117.351871,33.60597,"Salvia   columbariae"
"10607",107,447,40,223,-118.63783,34.918188,"Salvia   columbariae"
"10608",172,314,121,169,-117.4025,33.73278,"Salvia   columbariae"
"10609",128,313,61,156,-118.55994,34.917945,"Salvia   columbariae"
"10610",145,328,78,176,-118.682448,34.848759,"Salvia   columbariae"
"10611",119,357,52,175,-118.55452,34.945149,"Salvia   columbariae"
"10612",140,688,82,349,-121.921142,37.874833,"Salvia   columbariae"
"10613",156,279,83,110,-116.065787,34.064754,"Salvia   columbariae"
"10614",141,312,72,164,-118.646328,34.86962,"Salvia   columbariae"
"10615",165,162,86,81,-117.901075,35.852964,"Salvia   columbariae"
"10616",165,272,131,150,-117.57031,33.42007,"Salvia   columbariae"
"10617",162,440,103,249,-118.36583,34.43722,"Salvia   columbariae"
"10618",161,521,80,267,-122.407472,39.805333,"Salvia   columbariae"
"10619",171,266,133,146,-117.3313,33.3412,"Salvia   columbariae"
"10620",108,448,41,223,-118.65712,34.910483,"Salvia   columbariae"
"10621",129,652,78,338,-121.505214,36.75994,"Salvia   columbariae"
"10622",140,1070,77,592,-122.5617,38.606688,"Salvia   columbariae"
"10623",154,355,83,186,-121.768463,37.939847,"Salvia   columbariae"
"10624",108,137,143,41,-118.774634,38.799253,"Salvia   columbariae"
"10625",171,266,133,146,-117.33125,33.3412,"Salvia   columbariae"
"10626",139,384,74,194,-116.3242,32.75684,"Salvia   columbariae"
"10627",117,724,69,397,-119.970021,34.722758,"Salvia   columbariae"
"10628",134,753,76,379,-121.912763,37.881806,"Salvia   columbariae"
"10629",111,425,43,211,-118.66167,34.906704,"Salvia   columbariae"
"10630",123,695,75,386,-119.99517,34.736902,"Salvia   columbariae"
"10631",152,333,82,148,-116.48446,34.1905999991226,"Salvia   columbariae"
"10632",131,777,74,390,-121.918631,37.881323,"Salvia   columbariae"
"10633",134,591,83,323,-120.25064,35.28701,"Salvia   columbariae"
"10634",150,343,80,152,-116.474833,34.152332999123,"Salvia   columbariae"
"10635",155,378,90,212,-118.23028,34.43222,"Salvia   columbariae"
"10636",161,521,80,267,-122.4075,39.805278,"Salvia   columbariae"
"10637",149,351,80,156,-116.48768,34.15335,"Salvia   columbariae"
"10638",200,199,121,98,-116.63611,33.9225,"Salvia   columbariae"
"10639",172,266,133,145,-117.3232,33.35843,"Salvia   columbariae"
"10640",121,619,83,328,-121.468982,36.12135,"Salvia   columbariae"
"10641",136,1073,73,588,-122.553,38.615561,"Salvia   columbariae"
"10642",174,544,125,322,-118.100759,34.185069,"Salvia   columbariae"
"10643",174,544,125,322,-118.101242,34.186328,"Salvia   columbariae"
"10644",134,755,77,381,-121.926012,37.876378,"Salvia   columbariae"
"10645",169,296,128,160,-117.3386,33.3989,"Salvia   columbariae"
"10646",169,296,128,160,-117.33859,33.39889,"Salvia   columbariae"
"10647",134,753,76,379,-121.912247,37.880268,"Salvia   columbariae"
"10648",202,126,127,44,-115.801562,33.681275,"Salvia   columbariae"
"10649",172,326,118,177,-117.14194,33.59806,"Salvia   columbariae"
"10650",156,256,92,132,-120.554495,36.540347,"Salvia   columbariae"
"10651",205,123,301,48,-115.2275,33.42556,"Salvia   columbariae"
"10652",171,545,120,318,-118.168503,34.2113,"Salvia   columbariae"
"10653",132,435,63,202,-116.5581,34.2299,"Salvia   columbariae"
"10654",193,237,125,126,-116.09931,32.72894,"Salvia   columbariae"
"10655",171,393,125,209,-116.858457,32.831364,"Salvia   columbariae"
"10656",163,459,115,250,-117.632889,33.705312,"Salvia   columbariae"
"10657",225,122,124,43,-114.47374,34.44798,"Salvia   columbariae"
"10658",173,319,131,178,-117.10389,33.06289,"Salvia   columbariae"
"10659",141,572,96,321,-120.5372,35.432,"Salvia   columbariae"
"10660",126,688,79,390,-119.737877,34.505213,"Salvia   columbariae"
"10661",165,289,128,157,-117.49871,33.40219,"Salvia   columbariae"
"10662",165,289,128,157,-117.49869,33.40219,"Salvia   columbariae"
"10663",173,212,95,75,-115.646533,34.832817,"Salvia   columbariae"
"10664",141,572,96,321,-120.53719,35.432,"Salvia   columbariae"
"10665",213,100,312,40,-115.6595,34.587533,"Salvia   columbariae"
"10666",190,181,287,63,-115.11613,34.51862,"Salvia   columbariae"
"10667",216,136,133,46,-114.603367,34.3282999991209,"Salvia   columbariae"
"10668",168,402,110,217,-117.08556,33.81444,"Salvia   columbariae"
"10669",190,151,115,53,-116.22063,34.1860339991226,"Salvia   columbariae"
"10670",142,517,90,288,-120.432994,35.491972,"Salvia   columbariae"
"10671",132,435,63,202,-116.5583,34.2303,"Salvia   columbariae"
"10672",172,325,105,153,-116.667037,33.996497,"Salvia   columbariae"
"10673",130,289,59,145,-118.014797,35.614121,"Salvia   columbariae"
"10674",172,310,122,164,-117.41962,33.73335,"Salvia   columbariae"
"10675",171,394,125,210,-116.856723,32.828652,"Salvia   columbariae"
"10676",142,576,95,330,-119.946831,34.76848,"Salvia   columbariae"
"10677",174,226,96,76,-115.213333,34.5573,"Salvia   columbariae"
"10678",202,116,302,43,-115.64925,34.9832669991133,"Salvia   columbariae"
"10679",157,397,108,215,-116.6743,32.5757,"Salvia   columbariae"
"10680",134,753,76,379,-121.915367,37.880119,"Salvia   columbariae"
"10681",175,187,94,63,-115.508517,35.1389329991116,"Salvia   columbariae"
"10682",175,187,94,63,-115.50852,35.13893,"Salvia   columbariae"
"10683",135,408,65,187,-116.53176,34.2789299991215,"Salvia   columbariae"
"10684",145,360,120,207,-120.418879,34.670576,"Salvia   columbariae"
"10686",167,313,127,169,-117.35322,33.35975,"Salvia   columbariae"
"10687",133,259,54,87,-115.52065,35.4369329991084,"Salvia   columbariae"
"10688",175,497,128,297,-118.172242,34.191992,"Salvia   columbariae"
"10689",167,313,127,169,-117.3532,33.3597,"Salvia   columbariae"
"10690",162,467,108,247,-116.78673,33.11857,"Salvia   columbariae"
"10691",134,292,56,101,-115.366717,35.1984329991109,"Salvia   columbariae"
"10692",131,302,53,105,-115.37678,35.20257,"Salvia   columbariae"
"10693",150,538,97,288,-116.93024,33.23897,"Salvia   columbariae"
"10694",176,518,129,310,-118.096749,34.177118,"Salvia   columbariae"
"10695",141,391,72,178,-116.51456,34.1716799991228,"Salvia   columbariae"
"10696",144,227,73,114,-118.220572,35.112052,"Salvia   columbariae"
"10697",169,314,125,170,-117.28615,33.40005,"Salvia   columbariae"
"10698",169,314,125,170,-117.28619,33.40011,"Salvia   columbariae"
"10699",172,536,122,315,-118.165255,34.203604,"Salvia   columbariae"
"10700",167,239,132,131,-117.10306,32.5365,"Salvia   columbariae"
"10701",214,102,140,38,-115.98521,33.60696,"Salvia   columbariae"
"10702",219,89,127,33,-115.92381,33.58767,"Salvia   columbariae"
"10703",136,1115,77,596,-123.166624,39.237405,"Salvia   columbariae"
"10704",193,142,291,52,-115.693617,34.708033,"Salvia   columbariae"
"10705",157,299,87,170,-118.383153,34.700952,"Salvia   columbariae"
"10706",219,89,127,33,-115.923806,33.5876669991301,"Salvia   columbariae"
"10707",201,217,134,114,-116.219543,32.8638,"Salvia   columbariae"
"10708",208,113,132,39,-115.80611,33.65361,"Salvia   columbariae"
"10709",169,591,117,344,-118.089638,34.185287,"Salvia   columbariae"
"10710",171,222,93,78,-115.636283,34.767233,"Salvia   columbariae"
"10711",168,235,89,84,-115.652683,34.7830669991156,"Salvia   columbariae"
"10712",206,130,302,49,-115.45177,34.11923,"Salvia   columbariae"
"10713",141,486,81,247,-116.5638,33.12596,"Salvia   columbariae"
"10714",173,291,125,151,-117.46582,33.7618,"Salvia   columbariae"
"10715",156,251,78,87,-115.477967,35.0748,"Salvia   columbariae"
"10716",168,235,89,84,-115.652683,34.783067,"Salvia   columbariae"
"10717",165,242,87,87,-115.65882,34.78153,"Salvia   columbariae"
"10718",142,178,62,81,-117.42614,35.86412,"Salvia   columbariae"
"10719",206,119,130,41,-115.808556,33.672332999129,"Salvia   columbariae"
"10720",168,362,107,185,-116.4584,33.00387,"Salvia   columbariae"
"10722",133,521,99,280,-121.492417,36.231215,"Salvia   columbariae"
"10723",200,129,294,45,-115.91365,33.9260499991258,"Salvia   columbariae"
"10724",173,291,125,151,-117.46153,33.76117,"Salvia   columbariae"
"10725",200,137,124,47,-115.802167,33.6897329991288,"Salvia   columbariae"
"10726",200,137,124,47,-115.80217,33.68973,"Salvia   columbariae"
"10727",143,429,84,228,-116.4419,32.66724,"Salvia   columbariae"
"10728",206,119,130,41,-115.80856,33.67233,"Salvia   columbariae"
"10729",122,470,88,248,-121.388611,35.841667,"Salvia   columbariae"
"10730",167,434,118,230,-116.769,32.827083,"Salvia   columbariae"
"10731",160,245,81,84,-115.39235,35.0509,"Salvia   columbariae"
"10732",141,350,76,175,-116.28181,32.76081,"Salvia   columbariae"
"10733",105,631,48,330,-119.2778,34.65399,"Salvia   columbariae"
"10734",141,350,76,175,-116.28178,32.76082,"Salvia   columbariae"
"10735",165,242,88,87,-115.63675,34.79155,"Salvia   columbariae"
"10736",128,659,78,342,-121.506025,36.75675,"Salvia   columbariae"
"10737",153,516,90,256,-116.93067,33.96833,"Salvia   columbariae"
"10738",140,688,82,349,-121.918252,37.871729,"Salvia   columbariae"
"10739",128,463,93,245,-121.462751,35.998094,"Salvia   columbariae"
"10740",165,399,115,216,-116.69292,32.69433,"Salvia   columbariae"
"10741",170,577,119,337,-118.095442,34.184842,"Salvia   columbariae"
"10742",220,87,128,33,-115.944917,33.584517,"Salvia   columbariae"
"10743",215,98,124,35,-115.912317,33.621067,"Salvia   columbariae"
"10744",166,273,131,151,-117.39904,33.23855,"Salvia   columbariae"
"10745",217,140,146,68,-116.1812,33.1236,"Salvia   columbariae"
"10746",187,165,283,57,-115.67638,34.72833,"Salvia   columbariae"
"10747",204,125,303,48,-115.5388,34.686633,"Salvia   columbariae"
"10748",191,146,288,53,-115.786667,34.667467,"Salvia   columbariae"
"10749",171,454,121,261,-118.33222,34.27194,"Salvia   columbariae"
"10750",180,259,112,119,-116.38773,33.42485,"Salvia   columbariae"
"10751",210,152,126,51,-114.559417,34.600583,"Salvia   columbariae"
"10752",189,255,111,123,-116.6446,33.9599,"Salvia   columbariae"
"10753",170,341,103,161,-116.6694,33.9614499991254,"Salvia   columbariae"
"10754",147,319,76,131,-116.086821,33.996853,"Salvia   columbariae"
"10755",200,141,298,51,-115.40723,34.70822,"Salvia   columbariae"
"10756",219,119,133,41,-114.76545,34.8764,"Salvia   columbariae"
"10757",194,159,107,59,-116.06376,33.771576,"Salvia   columbariae"
"10758",215,98,124,35,-115.915675,33.61923,"Salvia   columbariae"
"10759",222,113,136,39,-114.73995,34.887867,"Salvia   columbariae"
"10760",203,108,301,43,-115.85713,34.68005,"Salvia   columbariae"
"10761",182,259,116,135,-116.15681,32.75593,"Salvia   columbariae"
"10762",174,209,100,78,-116.001137,33.947832,"Salvia   columbariae"
"10763",170,341,103,161,-116.6694,33.96145,"Salvia   columbariae"
"10764",179,104,100,44,-116.91065,34.97842,"Salvia   columbariae"
"10765",200,133,297,50,-115.60532,34.65047,"Salvia   columbariae"
"10766",215,98,124,35,-115.91567,33.61922,"Salvia   columbariae"
"10767",177,100,101,45,-117.242167,34.805767,"Salvia   columbariae"
"10768",169,349,114,192,-117.27222,33.73972,"Salvia   columbariae"
"10769",171,454,121,261,-118.332222,34.271944,"Salvia   columbariae"
"10770",154,243,83,131,-118.02917,34.52556,"Salvia   columbariae"
"10771",195,128,295,46,-115.6746,35.04747,"Salvia   columbariae"
"10772",154,186,81,94,-118.09542,35.21347,"Salvia   columbariae"
"10773",188,165,113,58,-115.8088,33.718833,"Salvia   columbariae"
"10774",197,114,294,40,-116.16413,34.68388,"Salvia   columbariae"
"10775",147,598,88,308,-121.924545,37.891823,"Salvia   columbariae"
"10776",190,104,106,36,-116.019717,35.431083,"Salvia   columbariae"
"10777",173,291,125,151,-117.466389,33.763056,"Salvia   columbariae"
"10778",156,275,89,137,-116.16096,32.72069,"Salvia   columbariae"
"10779",158,180,80,90,-117.92162,35.84442,"Salvia   columbariae"
"10780",211,70,314,25,-116.20705,35.31689,"Salvia   columbariae"
"10781",143,681,92,357,-122.137955,37.938663,"Salvia   columbariae"
"10782",182,259,116,135,-116.15502,32.75357,"Salvia   columbariae"
"10783",181,182,101,61,-115.68885,34.85047,"Salvia   columbariae"
"10784",134,455,69,226,-116.30914,33.04962,"Salvia   columbariae"
"10785",180,189,106,68,-115.810747,33.736954,"Salvia   columbariae"
"10786",160,357,93,195,-119.0998,34.9988,"Salvia   columbariae"
"10787",201,122,296,45,-116.04496,34.1271599991234,"Salvia   columbariae"
"10788",152,258,82,139,-118.01806,34.50972,"Salvia   columbariae"
"10789",142,517,84,286,-119.841325,35.127086,"Salvia   columbariae"
"10790",202,124,298,48,-115.718458,34.2525169991218,"Salvia   columbariae"
"10791",173,291,125,151,-117.46639,33.76306,"Salvia   columbariae"
"10792",201,131,295,47,-115.75752,33.870012,"Salvia   columbariae"
"10793",173,113,94,56,-117.77305,35.42583,"Salvia   columbariae"
"10794",187,251,121,131,-116.1683,32.7959,"Salvia   columbariae"
"10795",173,311,120,169,-117.35253,33.69378,"Salvia   columbariae"
"10796",166,184,89,78,-116.70033,34.73938,"Salvia   columbariae"
"10797",154,243,83,131,-118.02639,34.52556,"Salvia   columbariae"
"10798",152,258,82,139,-118.018056,34.509722,"Salvia   columbariae"
"10799",180,307,122,170,-117.171889,34.109472,"Salvia   columbariae"
"10800",184,178,278,61,-115.705,34.24528,"Salvia   columbariae"
"10801",97,218,8,90,-118.19798,37.23962,"Salvia   columbariae"
"10802",157,257,78,90,-115.49423,35.04332,"Salvia   columbariae"
"10803",158,610,98,349,-117.84389,34.19333,"Salvia   columbariae"
"10804",107,321,23,154,-118.067883,36.433667,"Salvia   columbariae"
"10805",168,423,110,232,-117.20728,33.95767,"Salvia   columbariae"
"10806",184,178,278,61,-115.705,34.245278,"Salvia   columbariae"
"10807",147,604,88,312,-121.937813,37.901348,"Salvia   columbariae"
"10808",135,485,70,264,-118.108889,34.344722,"Salvia   columbariae"
"10809",146,368,77,166,-116.51395,34.16333,"Salvia   columbariae"
"10810",200,131,296,51,-115.72293,34.2270999991221,"Salvia   columbariae"
"10811",155,483,99,253,-116.66756,33.00763,"Salvia   columbariae"
"10812",143,356,76,192,-118.11667,34.42806,"Salvia   columbariae"
"10813",177,392,119,220,-117.329167,34.185278,"Salvia   columbariae"
"10814",202,124,298,48,-115.718,34.2525,"Salvia   columbariae"
"10815",157,257,78,90,-115.494233,35.043317,"Salvia   columbariae"
"10816",135,485,70,264,-118.10889,34.34472,"Salvia   columbariae"
